conflict_id,pair_id,content_class,content_label,style_class,style_label,content_official_index,style_official_index,path,pixel_std,clipped_fraction,rejection_reason,prebalance_valid
p1_car_shape__truck_texture_14,1,car,2,truck,9,1586,603,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_14.png,0.2680513560771942,0.009214232675731182,,True
p1_car_shape__truck_texture_15,1,car,2,truck,9,6264,276,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_15.png,0.27010124921798706,0.029655613005161285,,True
p1_car_shape__truck_texture_16,1,car,2,truck,9,3755,7752,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_16.png,0.25574544072151184,0.012197066098451614,,True
p1_car_shape__truck_texture_17,1,car,2,truck,9,6426,5851,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_17.png,0.2591816782951355,0.011061064898967743,,True
p1_car_shape__truck_texture_18,1,car,2,truck,9,1202,5981,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_18.png,0.22008714079856873,0.09829400479793549,,True
p1_car_shape__truck_texture_19,1,car,2,truck,9,3454,5572,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_19.png,0.24187690019607544,0.0011559311533346772,,True
p1_car_shape__truck_texture_20,1,car,2,truck,9,6028,5360,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_20.png,0.2759787142276764,0.003600659081712365,,True
p1_car_shape__truck_texture_21,1,car,2,truck,9,5677,7380,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_21.png,0.252742201089859,0.13366948068141937,,True
p1_car_shape__truck_texture_22,1,car,2,truck,9,7425,7544,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_22.png,0.2820932865142822,0.0036870217882096767,,True
p1_car_shape__truck_texture_23,1,car,2,truck,9,1839,4449,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_23.png,0.32099395990371704,0.0026174532249569893,,True
p1_car_shape__truck_texture_24,1,car,2,truck,9,5318,5447,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_24.png,0.23508386313915253,0.00017272534023504704,,True
p1_car_shape__truck_texture_25,1,car,2,truck,9,5183,5915,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_25.png,0.21173466742038727,0.0185546875,,True
p1_car_shape__truck_texture_26,1,car,2,truck,9,3163,131,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_26.png,0.2955282926559448,0.0,,True
p1_car_shape__truck_texture_27,1,car,2,truck,9,483,3318,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_27.png,0.23828168213367462,0.02969547174870968,,True
p1_car_shape__truck_texture_28,1,car,2,truck,9,6244,1430,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_28.png,0.27557656168937683,0.005660076625645161,,True
p1_car_shape__truck_texture_29,1,car,2,truck,9,5512,7995,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_car_shape__truck_texture_29.png,0.2657395899295807,0.030698606744408607,,True
p1_truck_shape__car_texture_00,1,truck,9,car,2,5981,1520,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_00.png,0.2535529136657715,0.010190795175731182,,True
p1_truck_shape__car_texture_01,1,truck,9,car,2,2062,7425,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_01.png,0.29686295986175537,0.07910820841789246,,True
p1_truck_shape__car_texture_02,1,truck,9,car,2,1836,470,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_02.png,0.2513720691204071,0.03204719349741936,,True
p1_truck_shape__car_texture_03,1,truck,9,car,2,2114,6271,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_03.png,0.28245535492897034,0.004351350013166666,,True
p1_truck_shape__car_texture_04,1,truck,9,car,2,131,1839,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_04.png,0.30741363763809204,0.18863600492477417,,True
p1_truck_shape__car_texture_05,1,truck,9,car,2,1515,6028,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_05.png,0.26640719175338745,0.01017086487263441,,True
p1_truck_shape__car_texture_06,1,truck,9,car,2,1430,5824,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_06.png,0.26796185970306396,7.97193861217238e-05,,True
p1_truck_shape__car_texture_07,1,truck,9,car,2,7266,4921,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_07.png,0.2208353877067566,0.00013950893480796367,,True
p1_truck_shape__car_texture_08,1,truck,9,car,2,3893,5318,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_08.png,0.24062366783618927,0.0020461310632526875,,True
p1_truck_shape__car_texture_09,1,truck,9,car,2,5851,5183,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_09.png,0.2632530927658081,0.0024779443629086018,,True
p1_truck_shape__car_texture_10,1,truck,9,car,2,5301,6692,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_10.png,0.2771069407463074,0.014176764525473118,,True
p1_truck_shape__car_texture_11,1,truck,9,car,2,7995,4735,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_11.png,0.243663489818573,0.0429222472012043,,True
p1_truck_shape__car_texture_12,1,truck,9,car,2,5452,5030,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_12.png,0.2766880691051483,0.16493941843509674,,True
p1_truck_shape__car_texture_13,1,truck,9,car,2,5284,5237,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_13.png,0.22700677812099457,0.027655983343720436,,True
p1_truck_shape__car_texture_14,1,truck,9,car,2,7544,6332,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_14.png,0.25477132201194763,0.10146284848451614,,True
p1_truck_shape__car_texture_15,1,truck,9,car,2,1411,4913,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_15.png,0.30443045496940613,0.11973851919174194,,True
p1_truck_shape__car_texture_16,1,truck,9,car,2,2414,981,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_16.png,0.15572784841060638,0.10004783421754837,,True
p1_truck_shape__car_texture_17,1,truck,9,car,2,7047,1403,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_17.png,0.28178393840789795,0.008616337552666664,,True
p1_truck_shape__car_texture_18,1,truck,9,car,2,4094,3454,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_18.png,0.24801281094551086,0.01983019709587097,,True
p1_truck_shape__car_texture_19,1,truck,9,car,2,5572,5395,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_19.png,0.3007064759731293,0.1547286957502365,,True
p1_truck_shape__car_texture_20,1,truck,9,car,2,7752,1586,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_20.png,0.21387016773223877,0.011745323427021503,,True
p1_truck_shape__car_texture_21,1,truck,9,car,2,276,5333,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_21.png,0.2396424412727356,0.060234639793634415,,True
p1_truck_shape__car_texture_22,1,truck,9,car,2,2351,409,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_22.png,0.3293696939945221,0.11475605517625809,,True
p1_truck_shape__car_texture_23,1,truck,9,car,2,5360,5756,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_23.png,0.2687438130378723,0.15952514111995697,,True
p1_truck_shape__car_texture_24,1,truck,9,car,2,1022,1202,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_24.png,0.29094281792640686,0.2487909197807312,,True
p1_truck_shape__car_texture_25,1,truck,9,car,2,1468,2392,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_25.png,0.27670806646347046,0.10824564099311829,,True
p1_truck_shape__car_texture_26,1,truck,9,car,2,852,317,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_26.png,0.26846686005592346,0.16552402079105377,,True
p1_truck_shape__car_texture_27,1,truck,9,car,2,419,7084,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_27.png,0.3268057405948639,0.03423283249139786,,True
p1_truck_shape__car_texture_28,1,truck,9,car,2,5508,5218,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_28.png,0.26681485772132874,0.16991522908210754,,True
p1_truck_shape__car_texture_29,1,truck,9,car,2,1654,6616,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p1_truck_shape__car_texture_29.png,0.3168862760066986,0.011306866072118282,,True
p2_cat_shape__dog_texture_00,2,cat,3,dog,5,738,2391,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_00.png,0.193217471241951,0.0005779655766673386,,True
p2_cat_shape__dog_texture_01,2,cat,3,dog,5,1563,6414,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_01.png,0.22232915461063385,0.003135629231110215,,True
p2_cat_shape__dog_texture_02,2,cat,3,dog,5,4590,6224,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_02.png,0.23947153985500336,0.005168473813682795,,True
